player_id,ppr_points_total,name,position,team,season
00-0034796,471.54,Lamar Jackson,QB,BAL,2024
00-0034844,455.7,Saquon Barkley,RB,PHI,2024
00-0034857,444.98,Josh Allen,QB,BUF,2024
00-0039910,428.2,Jayden Daniels,QB,WAS,2024
00-0036389,411.56,Jalen Hurts,QB,PHI,2024
00-0036900,403.0,Ja'Marr Chase,WR,CIN,2024
00-0039139,398.4,Jahmyr Gibbs,RB,DET,2024
00-0034855,381.5,Baker Mayfield,QB,TB,2024
00-0032764,381.4,Derrick Henry,RB,BAL,2024
00-0036442,372.82,Joe Burrow,QB,CIN,2024
00-0033873,348.38,Patrick Mahomes,QB,KC,2024
00-0038542,341.7,Bijan Robinson,RB,ATL,2024
00-0036963,337.88,Amon-Ra St. Brown,WR,DET,2024
00-0033106,333.68,Jared Goff,QB,DET,2024
00-0039732,331.26,Bo Nix,QB,DEN,2024
00-0036322,328.28,Justin Jefferson,WR,MIN,2024
00-0037248,324.3,James Cook,RB,BUF,2024
00-0035659,322.5,Terry McLaurin,WR,WAS,2024
00-0034869,319.66,Sam Darnold,QB,MIN,2024
00-0035700,314.2,Josh Jacobs,RB,GB,2024
00-0039040,299.9,Devon Achane,RB,MIA,2024
00-0037840,299.8,Kyren Williams,RB,LA,2024
00-0035228,297.24,Kyler Murray,QB,ARI,2024
00-0036355,291.08,Justin Herbert,QB,LAC,2024
00-0039893,284.0,Brian Thomas,WR,JAX,2024
00-0037238,280.8,Drake London,WR,ATL,2024
00-0039915,275.6,Ladd McConkey,WR,LAC,2024
00-0033897,275.4,Joe Mixon,RB,HOU,2024
00-0039337,273.6,Malik Nabers,WR,NYG,2024
00-0037834,266.86,Brock Purdy,QB,SF,2024
00-0030565,266.0,Geno Smith,QB,SEA,2024
00-0033906,265.3,Alvin Kamara,RB,NO,2024
00-0036358,263.40000000000003,CeeDee Lamb,WR,DAL,2024
00-0039338,262.7,Brock Bowers,TE,LV,2024
00-0031408,262.6,Mike Evans,WR,TB,2024
00-0039361,260.7,Bucky Irving,RB,TB,2024
00-0035676,257.2,A.J. Brown,WR,PHI,2024
00-0023459,256.58,Aaron Rodgers,QB,NYJ,2024
00-0038597,255.0,Chase Brown,RB,CIN,2024
00-0039918,254.54,Caleb Williams,QB,CHI,2024
00-0033553,253.8,James Conner,RB,ARI,2024
00-0039894,253.7,Xavier Worthy,WR,KC,2024
00-0038543,253.0,Jaxon Smith-Njigba,WR,SEA,2024
00-0034348,252.8,Courtland Sutton,WR,DEN,2024
00-0037740,251.9,Garrett Wilson,WR,NYJ,2024
00-0039163,251.86,C.J. Stroud,QB,HOU,2024
00-0033293,250.6,Aaron Jones,RB,MIN,2024
00-0026498,250.3,Matthew Stafford,QB,LA,2024
00-0036554,248.9,Nico Collins,WR,HOU,2024
00-0036223,244.7,Jonathan Taylor,RB,IND,2024
00-0037744,243.8,Trey McBride,TE,ARI,2024
00-0036555,241.6,Chuba Hubbard,RB,CAR,2024
00-0031381,241.29999999999998,Davante Adams,WR,LV,2024
00-0036407,240.9,Jerry Jeudy,WR,CLE,2024
00-0038120,240.9,Breece Hall,RB,NYJ,2024
00-0036912,240.4,DeVonta Smith,WR,PHI,2024
00-0034827,238.1,D.J. Moore,WR,CHI,2024
00-0036264,237.34,Jordan Love,QB,GB,2024
00-0033288,236.6,George Kittle,TE,SF,2024
00-0039075,232.4,Puka Nacua,WR,LA,2024
00-0030506,231.9,Travis Kelce,TE,KC,2024
00-0035685,225.32,David Montgomery,RB,DET,2024
00-0037240,225.2,Jameson Williams,WR,DET,2024
00-0033858,222.3,Jonnu Smith,TE,MIA,2024
00-0036410,222.1,Tee Higgins,WR,CIN,2024
00-0038994,218.4,Jordan Addison,WR,MIN,2024
00-0033040,218.2,Tyreek Hill,WR,MIA,2024
00-0034960,218.0,Jakobi Meyers,WR,LV,2024
00-0037261,217.9,Khalil Shakir,WR,BUF,2024
00-0030061,216.9,Zach Ertz,TE,WAS,2024
00-0036275,214.5,D'Andre Swift,RB,CHI,2024
00-0036893,213.4,Najee Harris,RB,PIT,2024
00-0036259,210.5,Jauan Jennings,WR,SF,2024
00-0039064,209.5,Zay Flowers,WR,BAL,2024
00-0039146,205.6,Jayden Reed,WR,GB,2024
00-0034753,203.4,Mark Andrews,TE,BAL,2024
00-0037256,203.1,Rachaad White,RB,TB,2024
00-0036550,201.60000000000002,Rashod Bateman,WR,BAL,2024
00-0035261,200.7,Tony Pollard,RB,TEN,2024
00-0034837,199.20000000000002,Calvin Ridley,WR,TEN,2024
00-0036139,197.8,Rico Dowdle,RB,DAL,2024
00-0039849,196.5,Marvin Harrison,WR,ARI,2024
00-0039150,195.02,Bryce Young,QB,CAR,2024
00-0036158,194.4,J.K. Dobbins,RB,LAC,2024
00-0036309,193.2,Darnell Mooney,WR,ATL,2024
00-0029263,192.18,Russell Wilson,QB,PIT,2024
00-0039065,191.7,Sam LaPorta,TE,DET,2024
00-0035640,191.2,DK Metcalf,WR,SEA,2024
00-0037746,190.9,Brian Robinson,RB,WAS,2024
00-0033908,190.0,Cooper Kupp,WR,LA,2024
00-0039165,186.9,Zach Charbonnet,RB,SEA,2024
00-0030279,184.4,Keenan Allen,WR,CHI,2024
00-0037247,184.1,George Pickens,WR,PIT,2024
00-0038997,183.5,Josh Downs,WR,IND,2024
00-0033923,183.4,Kareem Hunt,RB,KC,2024
00-0038117,182.70000000000002,Wan'Dale Robinson,WR,NYG,2024
00-0039384,182.3,Tyrone Tracy,RB,NYG,2024
00-0036212,181.57999999999998,Tua Tagovailoa,QB,MIA,2024
00-0038134,181.2,Kenneth Walker,RB,SEA,2024
00-0039851,177.14000000000001,Drake Maye,QB,NE,2024
00-0029604,176.32,Kirk Cousins,QB,ATL,2024
00-0036875,175.9,Rhamondre Stevenson,RB,NE,2024
00-0036894,174.8,Pat Freiermuth,TE,PIT,2024
00-0038544,174.70000000000002,Quentin Johnston,WR,LAC,2024
00-0038996,171.9,Tucker Kraft,TE,GB,2024
00-0036252,165.8,Michael Pittman,WR,IND,2024
00-0036997,164.20000000000002,Javonte Williams,RB,DEN,2024
00-0039164,163.35999999999999,Anthony Richardson,QB,IND,2024
00-0037664,161.4,Alec Pierce,WR,IND,2024
00-0030564,160.9,DeAndre Hopkins,WR,TEN,2024
00-0033699,159.6,Austin Ekeler,RB,WAS,2024
00-0035719,155.6,Deebo Samuel,WR,SF,2024
00-0037666,152.0,Jalen Tolbert,WR,DAL,2024
00-0031280,150.9,Derek Carr,QB,NO,2024
00-0036613,149.6,Jaylen Waddle,WR,MIA,2024
00-0034351,149.4,Dallas Goedert,TE,PHI,2024
00-0037838,149.3,Isaiah Likely,TE,BAL,2024
00-0033885,148.5,David Njoku,TE,CLE,2024
00-0038621,147.7,Demario Douglas,WR,NE,2024
00-0034975,147.3,Justice Hill,RB,BAL,2024
00-0038129,145.8,Cade Otton,TE,TB,2024
00-0033090,145.4,Hunter Henry,TE,NE,2024
00-0036971,145.2,Trevor Lawrence,QB,JAX,2024
00-0039919,144.9,Rome Odunze,WR,CHI,2024
00-0034407,142.5,Ray-Ray McCloud,WR,ATL,2024
00-0034829,141.5,Mike Gesicki,TE,CIN,2024
00-0039855,141.5,Jalen McMillan,WR,TB,2024
00-0038977,140.0,Tank Dell,WR,HOU,2024
00-0030035,139.5,Adam Thielen,WR,CAR,2024
00-0033921,137.8,Chris Godwin,WR,TB,2024
00-0034972,137.4,Alexander Mattison,RB,LV,2024
00-0032775,137.2,Demarcus Robinson,WR,LA,2024
00-0036182,135.7,Nick Westbrook-Ikhine,WR,TEN,2024
00-0037816,135.4,Romeo Doubs,WR,GB,2024
00-0035710,135.3,Daniel Jones,QB,NYG,2024
00-0037267,134.0,Jerome Ford,RB,CLE,2024
00-0034383,132.8,Dalton Schultz,TE,HOU,2024
00-0038976,132.8,Marvin Mims,WR,DEN,2024
00-0031544,132.8,Amari Cooper,WR,CLE,2024
00-0036970,131.2,Kyle Pitts,TE,ATL,2024
00-0031503,131.14,Jameis Winston,QB,CLE,2024
00-0037228,130.6,Jaylen Warren,RB,PIT,2024
00-0036973,130.2,Travis Etienne,RB,JAX,2024
00-0038563,129.3,Tre Tucker,WR,LV,2024
00-0038555,129.0,Tank Bigsby,RB,JAX,2024
00-0035208,127.9,Olamide Zaccheaus,WR,WAS,2024
00-0034521,126.0,Allen Lazard,WR,NYJ,2024
00-0039875,125.7,Ray Davis,RB,BUF,2024
00-0032104,125.2,Ameer Abdullah,RB,LV,2024
00-0039342,125.10000000000001,Xavier Legette,WR,CAR,2024
00-0038559,124.5,Michael Wilson,WR,ARI,2024
00-0037837,124.3,Calvin Austin,WR,PIT,2024
00-0036040,122.8,Juwan Johnson,TE,NO,2024
00-0031588,121.92,Stefon Diggs,WR,HOU,2024
00-0034270,121.9,Tyler Conklin,TE,NYJ,2024
00-0038608,121.9,Kayshon Boutte,WR,NE,2024
00-0032211,121.0,Tyler Lockett,WR,SEA,2024
00-0036980,120.9,Elijah Moore,WR,CLE,2024
00-0036290,120.4,Cole Kmet,TE,CHI,2024
00-0033555,120.2,Mack Hollins,WR,BUF,2024
00-0039152,119.94,Will Levis,QB,TEN,2024
00-0038619,119.9,Andrei Iosivas,WR,CIN,2024
00-0036945,119.14,Justin Fields,QB,PIT,2024
00-0036637,118.8,Noah Gray,TE,KC,2024
00-0039901,118.7,Keon Coleman,WR,BUF,2024
00-0033077,116.52,Dak Prescott,QB,DAL,2024
00-0038393,116.4,Dontayvion Wicks,WR,GB,2024
00-0037525,115.0,Jordan Mason,RB,SF,2024
00-0035537,114.5,Ty Johnson,RB,BUF,2024
00-0038933,113.9,Dalton Kincaid,TE,BUF,2024
00-0034159,113.7,Will Dissly,TE,LAC,2024
00-0037809,113.60000000000001,Chigoziem Okonkwo,TE,TEN,2024
00-0039032,113.6,Tyjae Spears,RB,TEN,2024
00-0037291,111.3,Jalen Nailor,WR,MIN,2024
00-0035535,110.0,Darius Slayton,WR,NYG,2024
00-0033662,109.56,Cooper Rush,QB,DAL,2024
00-0032392,108.6,Austin Hooper,TE,NE,2024
00-0036626,108.3,Dyami Brown,WR,WAS,2024
00-0036988,107.4,Josh Palmer,WR,LAC,2024
00-0039424,106.5,Devaughn Vele,WR,DEN,2024
00-0037263,106.2,Tyler Allgeier,RB,ATL,2024
00-0038124,105.3,Christian Watson,WR,GB,2024
00-0038041,104.4,Jake Ferguson,TE,DAL,2024
00-0037801,104.2,Kavontae Turpin,WR,DAL,2024
00-0035644,104.0,Noah Fant,TE,SEA,2024
00-0035229,103.89999999999999,T.J. Hockenson,TE,MIN,2024
00-0036328,103.4,Antonio Gibson,RB,NE,2024
00-0034981,103.3,Foster Moreau,TE,NO,2024
00-0033357,102.34,Taysom Hill,TE,NO,2024
00-0036849,101.7,Tutu Atwell,WR,LA,2024
00-0038797,99.9,Emanuel Wilson,RB,GB,2024
00-0026158,99.04,Joe Flacco,QB,IND,2024
00-0038794,98.0,Jaleel McLaughlin,RB,DEN,2024
00-0036414,97.1,Cam Akers,RB,HOU,2024
00-0038606,97.0,Parker Washington,WR,JAX,2024
00-0035250,96.6,Devin Singletary,RB,NYG,2024
00-0035289,96.32,Gardner Minshew,QB,LV,2024
00-0039363,96.2,Isaac Guerendo,RB,SF,2024
00-0036972,96.08,Mac Jones,QB,JAX,2024
00-0034771,95.8,Mason Rudolph,QB,TEN,2024
00-0033375,95.60000000000001,Tim Patrick,WR,DET,2024
00-0039916,93.5,Ricky Pearsall,WR,SF,2024
00-0038579,93.48,Aidan O'Connell,QB,LV,2024
00-0039491,92.56,Jalen Coker,WR,CAR,2024
00-0035216,91.3,Diontae Johnson,WR,CAR,2024
00-0038935,91.1,Brenton Strange,TE,JAX,2024
00-0034364,91.0,Jordan Akins,TE,CLE,2024
00-0035500,90.3,Greg Dortch,WR,ARI,2024
00-0033282,89.8,Curtis Samuel,WR,BUF,2024
00-0033881,89.5,Evan Engram,TE,JAX,2024
00-0033591,86.3,Noah Brown,WR,WAS,2024
00-0039794,85.2,Braelon Allen,RB,NYJ,2024
00-0033589,85.10000000000001,David Moore,WR,CAR,2024
00-0033526,84.9,Samaje Perine,RB,KC,2024
00-0034272,84.5,Marquez Valdes-Scantling,WR,BUF,2024
00-0036251,81.9,Zack Moss,RB,CIN,2024
00-0037545,81.8,Rashid Shaheed,WR,NO,2024
00-0039868,80.5,Troy Franklin,WR,DEN,2024
00-0038979,80.4,Cedric Tillman,WR,CLE,2024
00-0032385,80.3,Sterling Shepard,WR,TB,2024
00-0035704,80.14,Drew Lock,QB,NYG,2024
00-0039793,78.5,A.J. Barner,TE,SEA,2024
00-0033009,78.3,Tyler Boyd,WR,TEN,2024
00-0036244,77.6,Colby Parkinson,TE,LA,2024
00-0039021,77.39999999999999,Roschon Johnson,RB,CHI,2024
00-0035243,77.3,Miles Sanders,RB,CAR,2024
00-0033537,76.72,Deshaun Watson,QB,CLE,2024
00-0037239,76.7,Chris Olave,WR,NO,2024
00-0036415,75.3,Van Jefferson,WR,PIT,2024
00-0039356,73.2,Ja'Tavion Sanders,TE,CAR,2024
00-0036919,72.4,Kenneth Gainwell,RB,PHI,2024
00-0031687,70.9,Raheem Mostert,RB,MIA,2024
00-0034775,70.9,Christian Kirk,WR,JAX,2024
00-0033955,70.7,Jeremy McNichols,RB,WAS,2024
00-0031236,69.6,Brandin Cooks,WR,DAL,2024
00-0038951,68.7,Sean Tucker,RB,TB,2024
00-0039847,68.1,Theo Johnson,TE,NYG,2024
00-0035689,67.6,Dawson Knox,TE,BUF,2024
00-0035249,67.3,Josh Oliver,TE,MIN,2024
00-0039376,67.28,Spencer Rattler,QB,NO,2024
00-0034386,66.9,Justin Watson,WR,KC,2024
00-0034184,66.3,Gus Edwards,RB,LAC,2024
00-0037614,65.7,John Metchie,WR,HOU,2024
00-0037197,65.3,Isiah Pacheco,RB,KC,2024
00-0033307,65.1,Kendrick Bourne,WR,NE,2024
00-0039067,64.9,Rashee Rice,WR,KC,2024
00-0033857,64.7,JuJu Smith-Schuster,WR,KC,2024
00-0035406,64.3,Lil'Jordan Humphrey,WR,DEN,2024
00-0034791,63.3,Nick Chubb,RB,CLE,2024
00-0032464,63.2,Kalif Raymond,WR,DET,2024
00-0036261,62.400000000000006,Brandon Aiyuk,WR,SF,2024
00-0033536,61.5,Mike Williams,WR,NYJ,2024
00-0037086,61.2,Grant Calcaterra,TE,PHI,2024
00-0036427,61.1,Tyler Johnson,WR,LA,2024
00-0038589,60.800000000000004,Josh Whyle,TE,TEN,2024
00-0035993,60.66,Tyler Huntley,QB,MIA,2024
00-0027973,58.96,Andy Dalton,QB,CAR,2024
00-0033854,58.4,Dare Ogunbowale,RB,HOU,2024
00-0029892,57.6,Kyle Juszczyk,FB,SF,2024
00-0033045,57.5,Ezekiel Elliott,RB,DAL,2024
00-0038547,57.1,Luke Schoonmaker,TE,DAL,2024
00-0039880,56.8,Malik Washington,WR,MIA,2024
00-0037005,56.4,Tommy Tremble,TE,CAR,2024
00-0037741,56.199999999999996,Jahan Dotson,WR,PHI,2024
00-0033110,55.8,Tyler Higbee,TE,LA,2024
00-0039751,54.7,Jordan Whittington,WR,LA,2024
00-0038705,54.699999999999996,Emari Demercado,RB,ARI,2024
00-0036196,53.9,Gabe Davis,WR,JAX,2024
00-0036984,53.800000000000004,Trey Sermon,RB,IND,2024
00-0039890,53.76,Adonai Mitchell,WR,IND,2024
00-0031549,52.6,Nelson Agholor,WR,BAL,2024
00-0034418,51.94,Cedrick Wilson,WR,NO,2024
00-0038128,51.8,Malik Willis,QB,GB,2024
00-0033246,50.0,Johnny Mundt,TE,MIN,2024
00-0039041,49.2,Elijah Higgins,TE,ARI,2024
00-0039373,48.7,Audric Estime,RB,DEN,2024
00-0032394,48.5,Nick Vannett,TE,TEN,2024
00-0033280,47.8,Christian McCaffrey,RB,SF,2024
00-0036527,47.1,D.J. Turner,WR,LV,2024
00-0039921,47.0,Trey Benson,RB,ARI,2024
00-0038558,46.9,Darnell Washington,TE,PIT,2024
00-0037258,46.0,Dameon Pierce,RB,HOU,2024
00-0039798,45.9,Isaiah Davis,RB,NYJ,2024
00-0032268,45.86,Marcus Mariota,QB,WAS,2024
00-0033119,45.24,Jacoby Brissett,QB,NE,2024
00-0038685,45.1,Christopher Brooks,RB,GB,2024
00-0036422,45.0,Adam Trautman,TE,DEN,2024
00-0037120,44.4,Tyler Goodson,RB,IND,2024
00-0039917,44.1,Michael Penix,QB,ATL,2024
00-0038783,43.5,Nate Adkins,TE,DEN,2024
00-0036630,43.1,Tylan Wallace,WR,BAL,2024
00-0030431,42.5,Robert Woods,WR,HOU,2024
00-0038573,41.2,Derius Davis,WR,LAC,2024
00-0039359,41.1,Cade Stover,TE,HOU,2024
00-0034613,38.5,Tanner Hudson,TE,CIN,2024
00-0033943,38.4,Josh Reynolds,WR,DEN,2024
00-0030578,37.5,Cordarrelle Patterson,RB,PIT,2024
00-0038618,37.3,Xavier Hutchinson,WR,HOU,2024
00-0033948,37.1,Jamaal Williams,RB,NO,2024
00-0038824,36.8,Ryan Miller,WR,TB,2024
00-0039066,36.6,Michael Mayer,TE,LV,2024
00-0035631,36.5,Drew Sample,TE,CIN,2024
00-0035628,35.9,D'Ernest Johnson,RB,JAX,2024
00-0039814,35.8,Erick All,TE,CIN,2024
00-0036924,35.8,Michael Carter,RB,ARI,2024
00-0038640,35.699999999999996,Jalen Brooks,WR,DAL,2024
00-0037539,35.4,Lucas Krull,TE,DEN,2024
00-0038098,35.2,Pierre Strong,RB,CLE,2024
00-0039052,35.2,Trey Palmer,WR,TB,2024
00-0036754,35.0,Brock Wright,TE,DET,2024
00-0037475,34.8,Stone Smartt,TE,LAC,2024
00-0039355,34.8,Luke McCaffrey,WR,WAS,2024
00-0039050,34.5,Payne Durham,TE,TB,2024
00-0031941,34.1,Jamison Crowder,WR,WAS,2024
00-0039738,33.5,Blake Corum,RB,LA,2024
00-0037617,33.3,Hassan Haskins,RB,LAC,2024
00-0035140,33.2,Mecole Hardman,WR,KC,2024
00-0039391,32.7,Kimani Vidal,RB,LAC,2024
00-0033217,32.699999999999996,Mo Alie-Cox,TE,IND,2024
00-0039907,32.699999999999996,Ja'Lynn Polk,WR,NE,2024
00-0033925,32.6,D'Onta Foreman,RB,CLE,2024
00-0039062,32.2,Jonathan Mingo,WR,CAR,2024
00-0036876,32.2,Kylen Granson,TE,IND,2024
00-0034860,32.0,Dante Pettis,WR,NO,2024
00-0038465,31.7,Malik Heath,WR,GB,2024
00-0038611,31.5,Chris Rodriguez,RB,WAS,2024
00-0036906,31.5,Khalil Herbert,RB,CHI,2024
00-0033949,30.839999999999996,Joshua Dobbs,QB,SF,2024
00-0035973,29.799999999999997,Patrick Taylor,RB,SF,2024
00-0038752,29.7,Jake Bobo,WR,SEA,2024
00-0039746,29.4,Will Shipley,RB,PHI,2024
00-0038040,29.3,Zamir White,RB,LV,2024
00-0031595,29.3,Michael Burton,FB,DEN,2024
00-0038551,29.099999999999998,Kendre Miller,RB,NO,2024
00-0038400,28.82,Tanner McKee,QB,PHI,2024
00-0035806,28.8,Jamycal Hasty,RB,NE,2024
00-0037805,28.5,Jeremy Ruckert,TE,NYJ,2024
00-0037276,28.4,Ty Chandler,RB,MIN,2024
00-0038046,28.3,Charlie Kolar,TE,BAL,2024
00-0035662,28.1,Marquise Brown,WR,KC,2024
00-0037509,27.200000000000003,Sincere McCormick,RB,LV,2024
00-0037231,27.0,Kevin Austin,WR,NO,2024
00-0038738,26.9,Hunter Luepke,FB,DAL,2024
00-0039386,26.8,Bub Means,WR,NO,2024
00-0039874,26.7,Jaylen Wright,RB,MIA,2024
00-0033576,26.7,Eric Saubert,TE,SF,2024
00-0038115,26.5,Daniel Bellinger,TE,NYG,2024
00-0035125,26.3,Alec Ingold,FB,MIA,2024
00-0038678,26.099999999999998,Jordan Mims,RB,NO,2024
00-0034854,26.099999999999998,KhaDarel Hodge,WR,ATL,2024
00-0037292,25.9,Andrew Ogletree,TE,IND,2024
00-0034487,25.1,Trent Sherfield,WR,MIN,2024
00-0037091,25.099999999999998,Bo Melton,WR,GB,2024
00-0038102,24.439999999999998,Kenny Pickett,QB,PHI,2024
00-0039325,23.9,Carson Steele,RB,KC,2024
00-0039623,23.9,Mason Tipton,WR,NO,2024
00-0038636,22.4,Kenny McIntosh,RB,SEA,2024
00-0038720,22.0,Julian Hill,TE,MIA,2024
00-0038122,21.92,Desmond Ridder,QB,LV,2024
00-0038821,21.400000000000002,Rakim Jarrett,WR,TB,2024
00-0037004,21.3,Hunter Long,TE,LA,2024
00-0036425,21.0,DeeJay Dallas,RB,ARI,2024
00-0035567,20.9,Craig Reynolds,RB,DET,2024
00-0036628,20.5,John Bates,TE,WAS,2024
00-0028118,20.06,Tyrod Taylor,QB,NYJ,2024
00-0031345,19.86,Jimmy Garoppolo,QB,LA,2024
00-0038396,19.3,Eric Gray,RB,NYG,2024
00-0039398,19.24,Joe Milton,QB,NE,2024
00-0035021,19.2,Ashton Dulin,WR,IND,2024
00-0036331,19.2,Devin Duvernay,WR,JAX,2024
00-0037557,19.099999999999998,Ronnie Rivers,RB,LA,2024
00-0036345,18.7,K.J. Osborn,WR,NE,2024
00-0036887,18.7,Luke Farrell,TE,JAX,2024
00-0039074,18.200000000000003,Davis Allen,TE,LA,2024
00-0039410,18.2,Ryan Flournoy,WR,DAL,2024
00-0039530,17.8,Brevyn Spann-Ford,TE,DAL,2024
00-0039747,17.7,Ainias Smith,WR,PHI,2024
00-0036232,17.6,Harrison Bryant,TE,LV,2024
00-0038710,17.1,Blake Whiteheart,TE,CLE,2024
00-0039912,17.1,Ben Sinnott,TE,WAS,2024
